médio,médio,médio,médio,baixo,médio,1
médio,médio,médio,médio,baixo,baixo,1
médio,alto,baixo,médio,baixo,baixo,1
baixo,alto,baixo,médio,baixo,baixo,1
médio,alto,médio,médio,baixo,baixo,1
médio,alto,baixo,médio,baixo,baixo,1
médio,médio,médio,médio,médio,médio,1
baixo,alto,baixo,médio,baixo,baixo,1
médio,médio,médio,médio,baixo,alto,1
médio,alto,médio,médio,baixo,médio,1
médio,médio,médio,médio,médio,médio,1
baixo,médio,baixo,médio,baixo,baixo,1
baixo,alto,baixo,médio,médio,baixo,1
baixo,médio,baixo,médio,baixo,baixo,1
baixo,médio,baixo,médio,baixo,baixo,1
médio,alto,baixo,médio,médio,baixo,1
baixo,alto,baixo,médio,médio,baixo,1
médio,alto,médio,médio,baixo,baixo,1
médio,alto,baixo,médio,baixo,baixo,1
baixo,médio,baixo,baixo,médio,baixo,1
médio,médio,médio,médio,baixo,baixo,1
baixo,médio,médio,médio,baixo,médio,1
médio,alto,médio,médio,baixo,baixo,1
baixo,médio,baixo,baixo,baixo,baixo,1
médio,médio,médio,médio,baixo,baixo,1
médio,alto,médio,médio,baixo,médio,1
baixo,médio,baixo,baixo,médio,baixo,1
baixo,médio,baixo,baixo,baixo,baixo,1
baixo,alto,médio,médio,baixo,baixo,1
baixo,médio,médio,baixo,médio,baixo,1
baixo,médio,baixo,baixo,baixo,baixo,1
médio,médio,médio,médio,médio,médio,1
baixo,médio,médio,médio,médio,médio,1
baixo,médio,médio,médio,baixo,baixo,1
médio,médio,médio,médio,baixo,médio,1
médio,alto,médio,médio,baixo,médio,1
médio,médio,médio,médio,baixo,médio,1
médio,alto,médio,alto,baixo,médio,1
médio,alto,médio,médio,baixo,médio,1
médio,alto,baixo,médio,alto,baixo,1
baixo,alto,baixo,médio,baixo,baixo,1
baixo,alto,baixo,médio,baixo,baixo,1
baixo,alto,baixo,médio,baixo,baixo,1
médio,alto,médio,médio,médio,médio,1
médio,alto,médio,médio,baixo,baixo,1
baixo,médio,baixo,médio,baixo,baixo,1
médio,alto,médio,médio,baixo,baixo,1
médio,alto,médio,médio,baixo,baixo,1
médio,alto,médio,médio,baixo,baixo,1
médio,médio,médio,médio,baixo,médio,1
médio,médio,médio,médio,médio,baixo,1
médio,alto,médio,médio,médio,baixo,1
médio,médio,médio,médio,médio,médio,1
médio,alto,médio,médio,baixo,médio,1
médio,médio,médio,médio,baixo,médio,1
médio,médio,médio,médio,baixo,médio,1
médio,alto,baixo,médio,baixo,baixo,1
médio,alto,baixo,médio,baixo,baixo,1
médio,alto,médio,médio,baixo,médio,1
baixo,baixo,baixo,baixo,baixo,baixo,1
baixo,médio,baixo,baixo,baixo,baixo,1
baixo,alto,baixo,baixo,baixo,baixo,1
baixo,alto,baixo,baixo,baixo,baixo,1
baixo,médio,baixo,baixo,médio,baixo,1
baixo,médio,baixo,baixo,baixo,baixo,1
baixo,alto,baixo,médio,baixo,baixo,1
médio,médio,médio,médio,baixo,baixo,1
baixo,médio,médio,médio,baixo,baixo,1
médio,médio,médio,médio,baixo,médio,1
baixo,médio,baixo,baixo,médio,baixo,1
médio,médio,alto,médio,médio,alto,2
médio,médio,médio,médio,médio,alto,2
médio,médio,médio,alto,médio,médio,2
alto,alto,alto,alto,baixo,alto,2
médio,médio,médio,médio,médio,médio,2
médio,médio,médio,médio,médio,médio,2
médio,médio,médio,médio,médio,alto,2
alto,médio,alto,alto,médio,alto,2
alto,médio,alto,alto,médio,alto,2
médio,alto,médio,alto,baixo,médio,2
médio,alto,médio,médio,médio,alto,2
alto,alto,médio,alto,médio,alto,2
alto,alto,alto,alto,médio,alto,2
alto,médio,alto,alto,baixo,alto,2
alto,médio,alto,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,médio,alto,alto,médio,alto,2
alto,alto,alto,alto,médio,alto,2
alto,alto,alto,alto,médio,alto,2
alto,médio,alto,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,alto,médio,alto,alto,alto,2
alto,médio,alto,médio,médio,alto,2
médio,médio,alto,médio,médio,alto,2
alto,médio,alto,alto,médio,alto,2
alto,médio,alto,médio,baixo,alto,2
alto,médio,alto,médio,baixo,alto,2
alto,médio,alto,alto,baixo,alto,2
médio,alto,médio,médio,médio,médio,2
alto,alto,médio,alto,baixo,médio,2
alto,alto,alto,alto,médio,alto,2
alto,médio,alto,alto,médio,alto,2
alto,alto,alto,alto,médio,alto,2
alto,alto,médio,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
médio,médio,médio,alto,médio,alto,2
alto,médio,alto,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,alto,alto,alto,baixo,médio,2
alto,médio,alto,alto,médio,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,médio,alto,alto,alto,alto,2
alto,alto,alto,alto,médio,alto,2
alto,alto,alto,alto,baixo,alto,2
alto,alto,médio,alto,médio,médio,2
alto,alto,alto,alto,baixo,alto,2
alto,alto,alto,alto,médio,alto,2
alto,médio,alto,alto,baixo,alto,2
alto,alto,alto,alto,alto,alto,2
alto,médio,médio,médio,médio,alto,2
médio,médio,médio,médio,médio,médio,2
alto,alto,médio,alto,baixo,alto,2
médio,alto,baixo,alto,médio,baixo,2
alto,alto,alto,alto,médio,alto,2
alto,médio,alto,alto,médio,alto,2
alto,alto,médio,alto,baixo,alto,2
alto,médio,alto,alto,baixo,alto,2
médio,alto,médio,alto,médio,médio,2
alto,alto,médio,alto,baixo,alto,2
alto,alto,alto,alto,baixo,alto,2
médio,médio,médio,médio,médio,médio,2
médio,médio,médio,médio,médio,médio,2
médio,alto,médio,médio,médio,médio,2
médio,alto,baixo,médio,médio,médio,2
médio,médio,alto,alto,médio,alto,2
médio,médio,médio,médio,baixo,alto,2
médio,médio,médio,médio,baixo,médio,2
médio,alto,médio,médio,médio,alto,2
baixo,médio,baixo,baixo,médio,médio,3
baixo,médio,médio,baixo,alto,médio,3
baixo,médio,baixo,baixo,alto,médio,3
baixo,médio,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,alto,médio,3
baixo,baixo,baixo,baixo,baixo,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,baixo,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,alto,médio,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,baixo,médio,3
baixo,médio,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,alto,baixo,3
baixo,médio,baixo,baixo,baixo,baixo,3
baixo,médio,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,alto,baixo,3
baixo,médio,baixo,baixo,alto,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,baixo,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,médio,baixo,alto,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,médio,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,alto,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,baixo,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,alto,baixo,médio,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,alto,baixo,médio,médio,baixo,3
baixo,médio,baixo,baixo,baixo,médio,3
baixo,alto,baixo,médio,baixo,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,alto,baixo,médio,baixo,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,alto,baixo,baixo,alto,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
baixo,alto,baixo,médio,alto,baixo,3
baixo,médio,baixo,baixo,médio,baixo,3
